Humidity(%rH),Pressure(mb),Temperature(C),DP_Class,Temp_Class
68.36487579345703,999.317626953125,24.88286590576172,DRY,WARM
68.41017150878906,999.318115234375,24.697551727294922,DRY,WARM
68.2591781616211,999.321533203125,24.53076934814453,DRY,WARM
68.2168960571289,999.32421875,24.289859771728516,DRY,WARM
68.28937530517578,999.335693359375,24.14160919189453,DRY,WARM
68.45849609375,999.33984375,24.14160919189453,DRY,WARM
68.49171447753906,999.339599609375,23.900699615478516,DRY,WARM
68.3165512084961,999.33935546875,23.78951072692871,DRY,WARM
68.44339752197266,999.338134765625,23.5671329498291,DRY,WARM
68.32561492919922,999.338134765625,23.455944061279297,DRY,WARM
68.57929229736328,999.3369140625,23.5671329498291,DRY,WARM
68.55513000488281,999.33837890625,23.3632869720459,DRY,WARM
68.70613098144531,999.333251953125,23.400348663330078,DRY,WARM
68.56419372558594,999.3369140625,23.252098083496094,DRY,WARM
68.68498992919922,999.330810546875,23.196502685546875,DRY,WARM
68.77257537841797,999.331298828125,23.103845596313477,DRY,WARM
69.10476684570312,999.32763671875,23.122377395629883,DRY,WARM
69.05644989013672,999.329833984375,23.04825210571289,DRY,WARM
69.21650695800781,999.33935546875,23.08531379699707,DRY,WARM
69.44904327392578,999.3388671875,22.974124908447266,DRY,WARM
69.36146545410156,999.34521484375,23.066783905029297,DRY,WARM
69.86882019042969,999.34423828125,22.899999618530273,DRY,WARM
69.69970703125,999.34326171875,22.91853141784668,DRY,WARM
69.78124237060547,999.344482421875,22.992656707763672,DRY,WARM
69.8597640991211,999.348388671875,23.029720306396484,DRY,WARM
69.9986801147461,999.34716796875,22.992656707763672,DRY,WARM
70.24632263183594,999.34765625,22.899999618530273,DRY,WARM
70.42147827148438,999.343017578125,22.955595016479492,DRY,WARM
70.4516830444336,999.3466796875,22.937063217163086,DRY,WARM
70.5090560913086,999.3408203125,22.937063217163086,DRY,WARM
70.36711883544922,999.33154296875,22.862937927246094,DRY,WARM
70.53019714355469,999.329833984375,22.844406127929688,DRY,WARM
70.84427642822266,999.32861328125,22.82587432861328,DRY,WARM
71.03755187988281,999.33642578125,22.862937927246094,DRY,WARM
71.41203308105469,999.3349609375,22.955595016479492,DRY,WARM
71.79557037353516,999.324951171875,23.289161682128906,DRY,WARM
72.59888458251953,999.326416015625,24.10454559326172,DRY,WARM
73.48072052001953,999.327392578125,24.53076934814453,DRY,WARM
73.9548568725586,999.328857421875,24.88286590576172,DRY,WARM
74.3414077758789,999.329345703125,25.216434478759766,DRY,WARM
75.61886596679688,999.326904296875,25.36468505859375,DRY,WARM
76.08695983886719,999.327880859375,25.401748657226562,DRY,WARM
76.49767303466797,999.332763671875,25.71678352355957,DRY,WARM
77.3070297241211,999.33447265625,25.902097702026367,DRY,WARM
77.99256896972656,999.330810546875,25.920629501342773,DRY,WARM
78.20698547363281,999.32958984375,25.88356590270996,DRY,WARM
78.64790344238281,999.324951171875,25.790908813476562,DRY,WARM
78.8985595703125,999.324951171875,25.58706283569336,DRY,WARM
79.06768035888672,999.329345703125,25.401748657226562,DRY,WARM
79.17035675048828,999.330322265625,25.049650192260742,DRY,WARM
79.05559539794922,999.33203125,25.01258659362793,DRY,WARM
79.14921569824219,999.332275390625,24.790210723876953,DRY,WARM
78.96499633789062,999.338623046875,24.586362838745117,DRY,WARM
79.0374755859375,999.344970703125,24.586362838745117,DRY,WARM
78.97406005859375,999.3486328125,24.456642150878906,DRY,WARM
78.73246002197266,999.354248046875,24.252796173095703,DRY,WARM
78.8291015625,999.36474609375,24.252796173095703,DRY,WARM
78.84117889404297,999.374267578125,24.17867088317871,DRY,WARM
78.86231994628906,999.3857421875,24.160139083862305,DRY,WARM
78.49388122558594,999.389404296875,24.14160919189453,DRY,WARM
78.53012084960938,999.394775390625,23.9562931060791,DRY,WARM
78.34892272949219,999.396728515625,23.993356704711914,DRY,WARM
78.33382415771484,999.401123046875,23.88216781616211,DRY,WARM
78.37911987304688,999.40771484375,23.845104217529297,DRY,WARM
78.35798645019531,999.4052734375,23.974824905395508,DRY,WARM
78.2975845336914,999.406494140625,23.770978927612305,DRY,WARM
78.36100006103516,999.40966796875,23.770978927612305,DRY,WARM
78.32173919677734,999.406982421875,23.900699615478516,DRY,WARM
78.33684539794922,999.405029296875,23.78951072692871,DRY,WARM
78.6871566772461,999.3984375,23.78951072692871,DRY,WARM
78.50294494628906,999.39306640625,23.733915328979492,DRY,WARM
78.5875015258789,999.391357421875,23.808042526245117,DRY,WARM
78.56333923339844,999.389404296875,23.770978927612305,DRY,WARM
78.5965576171875,999.38623046875,23.71538543701172,DRY,WARM
78.77776336669922,999.387939453125,23.60419464111328,DRY,WARM
78.99821472167969,999.384033203125,23.71538543701172,DRY,WARM
78.88043975830078,999.3798828125,23.641258239746094,DRY,WARM
78.95291900634766,999.385986328125,23.6597900390625,DRY,WARM
79.16130065917969,999.384521484375,23.622726440429688,DRY,WARM
79.35759735107422,999.385986328125,23.455944061279297,DRY,WARM
79.39383697509766,999.410888671875,23.474475860595703,DRY,WARM
79.02539825439453,999.415283203125,23.252098083496094,DRY,WARM
79.43913269042969,999.4228515625,22.955595016479492,DRY,WARM
79.39081573486328,999.426025390625,22.899999618530273,DRY,WARM
79.4572525024414,999.427734375,22.69615364074707,DRY,WARM
79.02237701416016,999.433349609375,22.622028350830078,DRY,WARM
79.3394775390625,999.42529296875,22.56643295288086,DRY,WARM
78.9197006225586,999.433837890625,22.52937126159668,DRY,WARM
79.06163787841797,999.435546875,22.418182373046875,DRY,WARM
79.26699829101562,999.435302734375,22.39965057373047,DRY,WARM
78.91667938232422,999.438232421875,22.39965057373047,DRY,WARM
79.29719543457031,999.43994140625,22.39965057373047,DRY,WARM
79.13411712646484,999.41259765625,22.325523376464844,DRY,WARM
78.92573547363281,999.408935546875,22.34405517578125,DRY,WARM
78.8170166015625,999.40283203125,22.39965057373047,DRY,WARM
79.0374755859375,999.404541015625,22.34405517578125,DRY,WARM
78.99821472167969,999.39794921875,22.362586975097656,DRY,WARM
78.95594024658203,999.4013671875,22.455244064331055,DRY,WARM
78.95291900634766,999.4052734375,22.455244064331055,DRY,WARM
78.7686996459961,999.398193359375,22.52937126159668,DRY,WARM
79.00425720214844,999.402099609375,22.603496551513672,DRY,WARM
79.04653930664062,999.40478515625,22.584964752197266,DRY,WARM
78.99520111083984,999.3984375,22.677621841430664,DRY,WARM
79.11297607421875,999.397216796875,22.492307662963867,DRY,WARM
78.92573547363281,999.390869140625,22.547901153564453,DRY,WARM
79.0374755859375,999.39208984375,22.640560150146484,DRY,WARM
78.98311614990234,999.39892578125,22.510839462280273,DRY,WARM
79.14921569824219,999.398193359375,22.640560150146484,DRY,WARM
79.39987182617188,999.38818359375,22.659090042114258,DRY,WARM
79.17035675048828,999.3857421875,22.677621841430664,DRY,WARM
79.3183364868164,999.385498046875,22.677621841430664,DRY,WARM
79.62335205078125,999.384521484375,22.640560150146484,DRY,WARM
79.42101287841797,999.37744140625,22.584964752197266,DRY,WARM
79.33041381835938,999.374267578125,22.547901153564453,DRY,WARM
79.39081573486328,999.382568359375,22.52937126159668,DRY,WARM
79.42403411865234,999.381103515625,22.547901153564453,DRY,WARM
79.38175201416016,999.387451171875,22.714685440063477,DRY,WARM
79.39383697509766,999.384521484375,22.622028350830078,DRY,WARM
79.39685821533203,999.382568359375,22.547901153564453,DRY,WARM
79.41497802734375,999.376953125,22.640560150146484,DRY,WARM
79.10995483398438,999.37939453125,22.52937126159668,DRY,WARM
79.26095581054688,999.383056640625,22.584964752197266,DRY,WARM
78.98009490966797,999.381103515625,22.492307662963867,DRY,WARM
78.24925994873047,999.3818359375,22.547901153564453,DRY,WARM
78.086181640625,999.3759765625,22.52937126159668,DRY,WARM
77.83250427246094,999.376953125,22.584964752197266,DRY,WARM
77.9261245727539,999.3623046875,22.56643295288086,DRY,WARM
77.42179107666016,999.36083984375,22.622028350830078,DRY,WARM
77.05939483642578,999.362548828125,22.52937126159668,DRY,WARM
76.53089904785156,999.3662109375,22.584964752197266,DRY,WARM
76.47049713134766,999.360595703125,22.584964752197266,DRY,WARM
76.485595703125,999.352294921875,22.52937126159668,DRY,WARM
76.42821502685547,999.360107421875,22.547901153564453,DRY,WARM
76.2168197631836,999.357666015625,22.659090042114258,DRY,WARM
76.1050796508789,999.351806640625,22.52937126159668,DRY,WARM
